_id,validated,venue_name,venue_type,venue_address,website,events,etc,menu,venue_notes,phone,email,homemade_pierogies,take_out,alcohol,lunch,handicap,publish,id,latitude,longitude
207,True,St. Maria Goretti,Church,"321 Edmond St, Pittsburgh, PA 15224",,"Friday Mar 3 from 4:00 PM to 7:00 PM, Wednesday Mar 1 from 4:00 PM to 7:00 PM, Friday Mar 10 from 4:00 PM to 7:00 PM, Friday Apr 7 from 4:00 PM to 7:00 PM, Friday Mar 24 from 4:00 PM to 7:00 PM, Friday Mar 17 from 4:00 PM to 7:00 PM, Friday Mar 31 from 4:00 PM to 7:00 PM",,"Weekly dinner choices include baked or fried fish or shrimp, with the following side dishes: March 1, french fries and cole slaw; March 3, spaghetti with garlic and oil, broccoli; March 10, french fries and cole slaw; March 17, macaroni and cheese, and vegetable; March 24, spaghetti with garlic and oil, broccoli; March 31, Ditaline (pasta with peas); April 7, french fries and cole slaw. French fries are available as an alternative to special weekly side dishes. All meals include drink. Cost is $10 for adult dinner, $7 for children and $8 for fish sandwich.",Friendship Campus,412-682-2509,,,True,,,False,True,271,40.461709,-79.949893
208,False,Hempfield #2 VFD,,"421 Thornton, Greensburg, PA",,,,,,,,,,,,,False,149,40.293724,-79.529453
209,True,Bunola Volunteer Fire Department,Fire Department,"366 Bunola River Road Bunola, PA 15020",http://www.angelfire.com/pa5/bunolafire/,"Friday Mar 31 from 11:00 AM to 6:00 PM, Wednesday Mar 1 from 11:00 AM to 6:00 PM, Friday Apr 7 from 11:00 AM to 6:00 PM, Friday Apr 14 from 11:00 AM to 6:00 PM, Friday Mar 17 from 11:00 AM to 6:00 PM, Friday Mar 10 from 11:00 AM to 6:00 PM, Friday Mar 3 from 11:00 AM to 6:00 PM, Friday Mar 24 from 11:00 AM to 6:00 PM",Bunola Fire Facebook page: https://www.facebook.com/Bunola-VFD-121929557856047/,Fish Sandwich 8.00 Fish and Fries 9.00 Fish Platter 11.00 (fish fries and cole slaw) Popcorn Shrimp Patter 7.00 Popcorn Shrimp 4.00 Perogies (6) 4.00 Sides Fries cole slaw and Mac and Cheese 2.00 Halushki 2.50,,412-384-9940,,False,,,True,,True,267,40.23729,-79.95061
210,True,McClaren's Bar,Restaurant,"2000 Whitaker Way, Munhall, PA",https://www.facebook.com/McClarensBarPgh/,"Friday Mar 24 from 11:00 AM to 11:00 PM, Friday Apr 7 from 11:00 AM to 11:00 PM, Friday Mar 31 from 11:00 AM to 11:00 PM, Friday Mar 17 from 11:00 AM to 11:00 PM, Friday Apr 14 from 11:00 AM to 11:00 PM, Friday Mar 10 from 11:00 AM to 11:00 PM, Friday Mar 3 from 11:00 AM to 11:00 PM",,https://www.facebook.com/McClarensBarPgh/photos/a.901674729917897.1073741829.827595107325860/1269636793121687/?type=3&theater,,412-228-9553,,,True,,True,,True,299,40.403115,-79.890151
211,True,Holy Family (Creighton),Church,"787 Freeport Rd., Creighton, PA 15030",,,,,,,,,,,,,True,306,40.58093,-79.779311
212,True,"St. Valentine, Bethel Park",Church,"2710 Ohio St. Bethel Park, PA",,"Friday Apr 14 from 4:00 PM to 7:00 PM, Friday Apr 7 from 4:00 PM to 7:00 PM, Friday Mar 31 from 4:00 PM to 7:00 PM, Friday Mar 17 from 4:00 PM to 7:00 PM, Friday Mar 24 from 4:00 PM to 7:00 PM, Friday Mar 3 from 4:00 PM to 7:00 PM, Friday Mar 10 from 4:00 PM to 7:00 PM",,"Menu features beer-battered cod sandwich, Nantucket baked cod, fried butterfly shrimp and pierogie dinners. Also featuring sides and dessert. Cost: $8-$8.50 for adult dinners; $4 for child fried cod sandwich; $1 entree discount for seniors over age 60 (dine-in only); $8.50 for sandwich.  https://uploads.weconnect.com/mce/5d0fb669fb61cd51405bd09c1ac7e36a7407de8d/Fish%20Fry%20Menu.jpg",,412-851-9176,,,True,,False,,True,51,40.330198,-80.031322
213,True,St Louise de Marillac,Church,"320 McMurray Road, Upper St Clair",https://stlouisedemarillac.org/wp-content/uploads/2015/02/FFF_menu_2017_v1.pdf,"Friday Mar 31 from 4:30 AM to 7:30 PM, Friday Apr 7 from 4:30 AM to 7:30 PM, Friday Mar 10 from 4:30 AM to 7:30 PM, Friday Mar 24 from 4:30 AM to 7:30 PM, Friday Mar 3 from 4:30 AM to 7:30 PM, Friday Mar 17 from 4:30 AM to 7:30 PM",,"Menu offers a variety of fried and baked fish options, including homemade lump crab cakes, fish tacos and pizza. There is also a featured pasta from local Italian restaurant Pasta Too. Also offering different soups such as crab and shrimp bisque, tomato basil and lobster bisque. Desserts are provided by Bethel Bakery and Kona Ice. Adult dinners are $10, and fish sandwiches are $9.",,412-833-1010,,False,True,True,False,True,True,269,40.315309,-80.071657
214,True,Aliquippa Croatian Center,Community Organization,"2365 Concord Street, Aliquippa PA 15001",http://www.aliquippacroatiancenter.com,"Friday Mar 10 from 11:00 AM to 8:00 PM, Friday Apr 14 from 11:00 AM to 8:00 PM, Friday Mar 17 from 11:00 AM to 8:00 PM, Friday Mar 31 from 11:00 AM to 8:00 PM, Friday Mar 3 from 11:00 AM to 8:00 PM, Friday Mar 24 from 11:00 AM to 8:00 PM, Friday Apr 7 from 11:00 AM to 8:00 PM",,See website for menu.,,724-375-3021,,,True,True,True,,True,309,40.60681,-80.284983
215,True,St Alphonsus Wheeling And St John Benwood Combined Fish Fry,Church,"2111 Market St, Wheeling, WV",http://stalswheeling.org/,"Wednesday Mar 1 from 11:00 AM to 6:00 PM, Friday Apr 7 from 11:00 AM to 6:00 PM, Friday Mar 24 from 11:00 AM to 6:00 PM, Friday Mar 3 from 11:00 AM to 6:00 PM, Friday Mar 17 from 11:00 AM to 6:00 PM, Friday Mar 31 from 11:00 AM to 6:00 PM, Friday Apr 14 from 11:00 AM to 6:00 PM, Friday Mar 10 from 11:00 AM to 6:00 PM","Eat in or take out. This is a cooperative effort between the Parishes of St Alphonsus and St John to share good food, good times, and community. Your support and patronage is welcome and truly appreciated.","Menu consists of fish sandwiches, french fries, macaroni and cheese, cabbage and noodles, cole slaw, deserts, and refreshments. Eat in or take out.",At the St. Alphonsus Parish Hall (Gym),304-905-6589 takeout,,False,True,,True,,True,272,40.060984,-80.723752
216,True,St. Mary of the Assumption (Glenshaw),Church,"2510 Middle Road, Glenshaw, PA 15116",http://www.stmaryglenshaw.org/,"Friday Mar 31 from 4:30 PM to 7:00 PM, Friday Mar 3 from 4:30 PM to 7:00 PM, Friday Mar 17 from 4:30 PM to 7:00 PM, Friday Apr 7 from 4:30 PM to 7:00 PM, Friday Mar 24 from 4:30 PM to 7:00 PM, Friday Mar 10 from 4:30 PM to 7:00 PM",,"Adults $10.00 Seniors $9.00 Children $6.00 (4-10 yrs) Children $4.00 (3 and Under)  Adults and Seniors: Choice of Baked or Fried Breaded Fish Filet with Sandwich Bun or Dinner Roll Choice of Three Sides: Baked Potato, Mac & Cheese, Green Beans, Corn, Coleslaw, or Applesauce  Children: Choice of Pizza, Baked, or Fried Fish Fillet with Sandwich Bun or Dinner Roll  and Choice of Two Sides listed above",,412-684-1112,,,True,,False,,True,300,40.554213,-79.932372
217,True,St. Paul's Episcopal,Church,"1066 Washington Road, Mt. Lebanon, PA",http://www.stpaulspgh.org/blog/fish-fry-time-/,"Friday Mar 24 from 5:00 PM to 7:30 PM, Friday Mar 10 from 5:00 PM to 7:30 PM, Friday Apr 7 from 5:00 PM to 7:30 PM",Note dates.,,,412-780-7606,,,True,,False,,True,307,40.370768,-80.050178
218,True,St Michael Parish,Church,"1221 National Road, Wheeling, Wv",stmikesparishschool.org,"Friday Mar 10 from 4:00 PM to 7:00 PM, Friday Apr 7 from 4:00 PM to 7:00 PM, Friday Mar 17 from 4:00 PM to 7:00 PM, Friday Mar 24 from 4:00 PM to 7:00 PM, Wednesday Mar 1 from 4:00 PM to 7:00 PM, Friday Mar 31 from 4:00 PM to 7:00 PM, Friday Mar 3 from 4:00 PM to 7:00 PM",,"Baked Fish Dinner - 7 Six Piece Shrimp Dinner - 7 Fish Dinner - 7 Includes Two Sides and a Roll. Side Dishes include French Fries - 1 Green Beans - 1 Mac and Cheese - 1 Cole Slaw - 1 Baked Potato - 1 There are also a la carte items including pizza - 2 and grilled cheese - 2. Soda, bottled water, and coffee - 1. ",,304-242-1560 takeout,,False,True,False,False,,True,273,40.073288,-80.683142
219,True,St. Peter/Our Lady Queen of Peace (Northside),Church,"907 Middle St, Pittsburgh, PA 15212",http://www.stpeterparish.org/lenten-fish-dinners,"Friday Mar 24 from 4:00 PM to 6:30 PM, Friday Mar 3 from 4:00 PM to 6:30 PM, Friday Mar 31 from 4:00 PM to 6:30 PM, Friday Mar 10 from 4:00 PM to 6:30 PM, Friday Apr 7 from 4:00 PM to 6:30 PM, Friday Mar 17 from 4:00 PM to 6:30 PM",,http://www.stpeterparish.org/lenten-fish-dinners,Note that you must use the Middle Street address for GPS navigation. The fish fry is located at Our Lady Queen of Peace facilities at Middle and Suismon.,412-321-2499,,,True,,False,,True,301,40.455751,-79.999768
220,True,Pitcairn Hose Company #1,Fire Department,"100 Center Ave., Pitcairn, PA",,,Free in town delivery.  No times listed. Ash Wednesday and every Friday until Good Friday,,Behind Sunoco on Broadway,412-372-7040,,False,True,False,,,True,146,40.401789,-79.777859
221,True,Pappy J's Monaca,Restaurant,"2000 Marshall rd, monaca, pa 15061",,"Friday Mar 3 from 12:00 PM to 10:00 PM, Friday Mar 31 from 12:00 PM to 10:00 PM, Friday Apr 7 from 12:00 PM to 10:00 PM, Friday Mar 10 from 12:00 PM to 10:00 PM, Friday Apr 14 from 12:00 PM to 10:00 PM, Friday Mar 17 from 12:00 PM to 10:00 PM",,,,724-728-8900,,,True,,True,,True,302,40.678865,-80.272546
222,True,"Ellwood City Loyal Order of the Moose, Lodge #93",Community Organization,"1400 Factory Ave, Ellwood City, PA 16117",http://ellwoodcitymoose.com/index.htm,"Friday Apr 7 from 4:00 PM to 9:00 PM, Friday Mar 31 from 4:00 PM to 9:00 PM, Friday Mar 17 from 4:00 PM to 9:00 PM, Friday Mar 3 from 4:00 PM to 9:00 PM, Friday Mar 10 from 4:00 PM to 9:00 PM, Friday Mar 24 from 4:00 PM to 9:00 PM, Friday Apr 14 from 4:00 PM to 9:00 PM",Kitchen Closes at 9: Last order at 8:45," Fish Dinner $9.50 Battered or Baked ~Fries or Mac N Cheese ~Coleslaw or Small Side Salad  Fish on a Dish $7.50 Chicken Planks (4) $7.50 Fish Nuggets $7.50 Fish Sandwich $7.95 Add Cheese $1.00 Mac N Cheese or Fries $1.25 Coleslaw $1.00 Small Side Salad $2.00 Season Waffle Fries $4.50 Steak Fries $4.50  Fish Nugget Salad $9.50 Salad, Mixed Veggie, Olives, Onions, Banana Pepper, Egg, Fries, Cheese  Breaded Shrimp (6) with Fries $7.50  Big Al Steak Sandwich w/ Fries $9.00 Italian Bread, 12 ounce steak, Provolone Cheese, Grilled Peppers and Onions  New England Clam Chowder  Cup  $4.00 Bowl $6.50 https://www.facebook.com/119948908081212/photos/a.208577879218314.50494.119948908081212/1268903269852431/?type=3&theater",,724-758-9254,,,True,True,False,,True,303,40.859377,-80.300528
223,True,St. Sebastian,Church,"311 Siebert Rd., Pittsburgh, PA",https://www.ssebastianparish.org/,"Friday Mar 31 from 4:30 PM to 7:00 PM, Friday Mar 24 from 4:30 PM to 7:00 PM, Friday Mar 3 from 4:30 PM to 7:00 PM, Friday Mar 10 from 4:30 PM to 7:00 PM",online orders accepted,https://media.wix.com/ugd/ae8b04_f0a44a09191641a1baf93cd357551b1b.pdf,,412-364-7171 ext. 8326,,,True,,True,,True,304,40.529744,-80.011604
224,True,Immaculate Heart of Mary Church,Church,"3058 Brereton St, Pittsburgh, PA 15219",www.immaculateheartpolishhill.com,"Friday Mar 17 from 3:00 PM to 6:30 PM, Friday Mar 24 from 3:00 PM to 6:30 PM, Friday Mar 31 from 3:00 PM to 6:30 PM, Friday Apr 7 from 3:00 PM to 6:30 PM, Wednesday Mar 1 from 3:00 PM to 6:30 PM, Friday Mar 3 from 3:00 PM to 6:30 PM, Friday Mar 10 from 3:00 PM to 6:30 PM",,"Dinners include fish sandwich, french fries and cole slaw. Also includes pierogies, haluski, soup and macaroni and cheese. Cost is 9 for adult dinner, 8 for sandwich.",Rosary Hall,412-621-5441,,,True,False,,True,True,241,40.454426,-79.974169
225,False,Pirollos Deli,,"307 Hulton Rd, Verona, Pa. 15147",,,,,,,,,,,,,False,150,40.489741,-79.819455
226,False,Pizzarita,,"580 Burchfield Rd., Allison Park, PA",,,,,,,,,,,,,False,79,40.544537,-79.962887
227,True,Arnold Volunteer Fire Company,Fire Department,"601 Drey St., Arnold, PA",,,Call for details,,In the Public Safety Building,724-335-8130,,,,,,,True,87,40.580214,-79.767803
228,True,Holy Spirit (Millvale),Church,"608 Farragut Street Millvale, PA 15209",http://www.holyspiritmillvale.org,Friday Apr 14 from 11:00 AM to 6:30 PM,"Good Friday only, Take-out:  7 am-6 pm; Eat-in:  11 am-6:30 pm",,,412-821-4424,office@holyspiritmillvale.org,,True,,True,,True,14,40.480066,-79.976049
229,False,"Our Lady of Peace, Conway",Church,"1000 Third Ave. Conway, PA",,,,,,,,,,,,,False,23,40.660245,-80.236547
230,False,St. Paul's Episcopal Church,Church,"130 West Main Street Monongahela, PA 15063",,,,,,,,,,,,,False,114,40.200669,-79.923358
231,False,St. Stephen's McKeesport,Church,"220 8th St., Mckeesport, PA",,,,,,,,,,,,,False,78,40.347693,-79.865123
232,False,Beaver Falls Elks Lodge 348,,1000 6th avenue Beaver Falls Pa 15010,,,,,,,,,,,,,False,165,40.750738,-80.317942
233,False,Lone Pine VFD Station 50,,330 weaver run Rd Washington pa 15301,,,,,,,,,,,,,False,115,40.079342,-80.183748
234,True,St. Mary of the Mount Church - Sullivan Hall,Church,"131 Bigham, Pittsburgh, PA",http://www.smomp.org,"Friday Mar 3 from 4:30 AM to 7:30 PM, Friday Apr 7 from 4:30 AM to 7:30 PM, Friday Mar 17 from 4:30 AM to 7:30 PM, Friday Apr 14 from 4:30 AM to 7:30 PM, Friday Mar 10 from 4:30 AM to 7:30 PM, Friday Mar 31 from 4:30 AM to 7:30 PM, Friday Mar 24 from 4:30 AM to 7:30 PM",,http://www.smomp.org/files/Fish%20Fry%20Menu.pdf,,,,False,True,,,,True,178,40.435178,-80.014238
235,True,Belle Vernon Volunteer Fire Department,Fire Department,"10 Main Street Belle Vernon, PA 15680",https://www.facebook.com/152535481459140/photos/a.544155842297100.1073741825.152535481459140/1354051681307508/?type=3&theater,"Friday Apr 7 from 11:00 AM to 7:00 PM, Friday Mar 17 from 11:00 AM to 7:00 PM, Friday Mar 3 from 11:00 AM to 7:00 PM, Wednesday Mar 1 from 11:00 AM to 7:00 PM, Friday Mar 31 from 11:00 AM to 7:00 PM, Friday Apr 14 from 11:00 AM to 7:00 PM, Friday Mar 24 from 11:00 AM to 7:00 PM, Friday Mar 10 from 11:00 AM to 7:00 PM",11am-7pm Ash Wednesday and all Fridays of Lent,see website link for full menue,,,,,,False,True,,True,167,40.128673,-79.875649
236,True,Bobtown and Dunkard Twp Volunteer Fire (ADDRESS UNCERTAIN),Fire Department,"1 Larimer Ave Bobtown, Pa 15315",https://www.facebook.com/186206404761913/photos/a.436599139722637.94994.186206404761913/1233165853399291/?type=3&theater,,11-7 pm; Ash Wednesday and every Friday of Lent; the address for this fish fry is uncertain. Please check with Bobtown and Dunkard Volunteer Fire Department before visiting.,see website link for full menu,,,,,True,False,True,,True,169,39.759173,-79.980159
237,True,Blairsville Fire Department,,"51 West Campbell Street, Blairsville, PA",http://blairsvillefire.com/news.html?view=1&id=76857,"Friday Mar 10 from 4:00 PM to 7:00 PM, Friday Apr 7 from 4:00 PM to 7:00 PM, Friday Mar 3 from 4:00 PM to 7:00 PM, Friday Apr 14 from 4:00 PM to 7:00 PM, Friday Mar 31 from 4:00 PM to 7:00 PM, Friday Mar 17 from 4:00 PM to 7:00 PM, Friday Mar 24 from 4:00 PM to 7:00 PM",LENTEN DINNERS/ FISH FRY every Friday during Lent.4-7 pm,,,,,,,False,False,,True,168,40.431776,-79.265356
238,True,Washington Township VFC,Fire Department,"1314 Axton St Belle Vernon, Pennsylvania",https://www.facebook.com/Washington-Twp-VFC-116733318342068/,"Friday Apr 14 from 11:00 AM to 7:00 PM, Friday Apr 7 from 11:00 AM to 7:00 PM, Friday Mar 3 from 11:00 AM to 7:00 PM, Friday Mar 24 from 11:00 AM to 7:00 PM, Friday Mar 10 from 11:00 AM to 7:00 PM, Friday Mar 17 from 11:00 AM to 7:00 PM, Friday Mar 31 from 11:00 AM to 7:00 PM",,https://www.facebook.com/116733318342068/photos/a.370045689677495.111863.116733318342068/1655755587773159/?type=3&theater,,724-929-4172,,,True,,True,,True,120,40.118249,-79.841409
239,True,Coy's Pizza Shop,Restaurant,"2845 Old Rte 56, Homer City, PA",https://www.facebook.com/Official-Coys-Pizza-Six-Pack-Shop-601961369885756/,"Friday Mar 31 from 8:00 AM to 10:00 PM, Friday Apr 7 from 8:00 AM to 10:00 PM, Friday Mar 24 from 8:00 AM to 10:00 PM, Friday Mar 17 from 8:00 AM to 10:00 PM, Friday Mar 3 from 8:00 AM to 10:00 PM, Friday Apr 14 from 8:00 AM to 10:00 PM, Friday Mar 10 from 8:00 AM to 10:00 PM",," LENTEN SPECIALS  -- Fish Dinners  All dinners are served with 1 side item, Cole Slaw, Hush Puppies Roll, & Butter  Seafood Platter..$10.99 Seafood Platter.Fish, clam strips & jumbo butterfly shrimp. Jumbo Shrimp Platter (8 jumbo shrimp)$9.99 Breaded Cod Dinner (5 oz. portion) ..$8.99 Beer Battered Cod Dinner (9 oz. portion)....$10.99 Baked Cod Dinner (8 oz. portion)$10.99 ***Limited supply of baked cod dinners available, so order early!!!!  Choose 1 side: Pierogies Haluski Macaroni & Cheese French Fries  ADDITIONAL GREAT SPECIALS INCLUDE  --$1.00 off all ANY SIZE Pierogie Pizzas & White Pizzas --Shrimp Basket and French Fries $4.99 --Fried Cod Sub $4.25 --Side of Hush Puppies $1.79 --Side of Cole Slaw $1.89 --Side of Haluski, Macaroni & Cheese or Pierogies $2.09",,,,,True,True,True,,True,136,40.564215,-79.195986
240,False,St. Athanasius: Church--GOOD FRIDAY ONLY,Church,"7 Chalfonte Ave., West View, PA",,,,,,,,,,,,,False,177,40.5213,-80.029753
241,True,St Gregory Russian Orthodox Church,Church,"214 E. 15th Ave, Homestead, PA 15120",http://www.stgregoryrussianchurch.org/,"Friday Mar 10 from 11:00 AM to 5:00 PM, Friday Mar 3 from 11:00 AM to 5:00 PM, Friday Apr 14 from 11:00 AM to 5:00 PM, Friday Mar 24 from 11:00 AM to 5:00 PM, Friday Mar 17 from 11:00 AM to 5:00 PM, Friday Mar 31 from 11:00 AM to 5:00 PM, Friday Apr 7 from 11:00 AM to 5:00 PM",Homemade Cheregies!,http://www.stgregoryrussianchurch.org/fish-fry-english/,,412-462-8256,,False,True,False,True,,True,179,40.402733,-79.905097
242,False,St. Albert the Great (Baldwin),Church,"3171 Churchview Ave. Pittsburgh, PA 15227",,,,,,,,,,,,,False,4,40.386654,-79.961604
243,True,Holy Child (Bridgeville),Church,"220 Station St. Bridgeville, PA 15107",,"Friday Apr 7 from 11:00 AM to 1:00 PM, Friday Mar 17 from 4:00 PM to 7:00 PM, Friday Mar 31 from 4:00 PM to 7:00 PM, Wednesday Mar 1 from 11:00 AM to 1:00 PM, Friday Mar 10 from 11:00 AM to 1:00 PM, Friday Mar 3 from 4:00 PM to 7:00 PM, Friday Mar 24 from 4:00 PM to 7:00 PM, Friday Apr 7 from 4:00 PM to 7:00 PM, Friday Mar 17 from 11:00 AM to 1:00 PM, Wednesday Mar 1 from 4:00 PM to 7:00 PM, Friday Mar 10 from 4:00 PM to 7:00 PM, Friday Mar 24 from 11:00 AM to 1:00 PM, Friday Mar 31 from 11:00 AM to 1:00 PM, Friday Mar 3 from 11:00 AM to 1:00 PM",,,School Building,,,,True,False,True,,True,12,40.359053,-80.11533
244,True,"Madonna del Castello, Swissvale",Church,2021 South Braddock Ave,www.madonnadelcastello.org,"Wednesday Mar 1 from 12:00 PM to 7:00 PM, Friday Mar 31 from 12:00 PM to 7:00 PM, Friday Mar 17 from 12:00 PM to 7:00 PM, Friday Mar 3 from 12:00 PM to 7:00 PM, Friday Mar 10 from 12:00 PM to 7:00 PM, Friday Mar 24 from 12:00 PM to 7:00 PM, Friday Apr 7 from 12:00 PM to 7:00 PM",For takeout call 412-271-3959,"Menu includes baked or fried fish dinners and a la carte items, including fish, eggplant, haluski, macaroni and cheese, pasta e fagioli, applesauce, roll and beverage. ",In Social Hall,412-271-5666,,,True,False,True,,True,18,40.421887,-79.884757
245,False,"St. Ann, Waynesburg",Church,"232 E. High St. Waynesburg, PA",,,,,,,,,,,,,False,33,39.896451,-80.183427
246,True,Level Green VFD,Fire Department,"536 State Route 130 Level Green, Pennsylvania",,"Friday Mar 17 from 5:00 PM to 8:00 PM, Friday Apr 14 from 5:00 PM to 8:00 PM, Friday Apr 7 from 5:00 PM to 8:00 PM, Friday Mar 24 from 5:00 PM to 8:00 PM, Friday Mar 31 from 5:00 PM to 8:00 PM, Friday Mar 10 from 5:00 PM to 8:00 PM, Friday Mar 3 from 5:00 PM to 8:00 PM",,http://levelgreenvfd.org/custom.html?id=19721,,,,,,,False,,True,89,40.391566,-79.729517
247,False,Faith Lutheran Church,Church,"6810 Rt. 22 Highway East New Florence, PA. 15944",,,,,,,,,,,,,False,142,40.44577,-79.097634
248,True,"St. Colman, Turtle Creek",Church,"220 thompson st, Turtle Creek, Pa. 15145",http://www.saintcolmanchurch.org/,"Friday Mar 31 from 3:00 PM to 7:00 PM, Wednesday Mar 1 from 3:00 PM to 7:00 PM, Friday Mar 17 from 3:00 PM to 7:00 PM, Friday Mar 3 from 3:00 PM to 7:00 PM, Friday Mar 10 from 3:00 PM to 7:00 PM, Friday Apr 7 from 3:00 PM to 7:00 PM, Friday Apr 14 from 3:00 PM to 7:00 PM, Friday Mar 24 from 3:00 PM to 7:00 PM",ATM on site,"Menu: hand-dipped fried or baked cod, with variety of sides. Fish sandwich is $7, plus mix or match two sides for $4. Sides include haluski, pierogies, macaroni and cheese, french fries, cole slaw. Also, Boston clam chowder, crab cakes and bake sale.",In school cafeteria,,,,,False,False,,True,34,40.406472,-79.826808
249,False,St. Michael,Church,"85 North High Street, Greenville, PA",,,,,,,,,,,,,False,152,41.40634,-80.39651
250,False,Mahoning Township VFD,,"570 Jackson St Edinburg, Pennsylvania",,,,,,,,,,,,,False,119,41.014327,-80.434998
251,True,Polish National Union,Community Organization,"510 Franklin Ave, Canonsburg, PA",,"Friday Apr 7 from 11:00 AM to 8:00 PM, Wednesday Mar 1 from 5:00 PM to 8:00 PM, Friday Apr 14 from 11:00 AM to 8:00 PM, Friday Mar 31 from 11:00 AM to 8:00 PM, Friday Mar 24 from 11:00 AM to 8:00 PM, Friday Mar 17 from 11:00 AM to 8:00 PM, Friday Mar 3 from 11:00 AM to 8:00 PM, Friday Mar 10 from 11:00 AM to 8:00 PM",,,Enter through back entrance through the bar. The upstairs social hall offers a non-smoking dining experience.,(724) 745-9955,,,,,True,,True,68,40.267664,-80.177115
252,False,Monongahela Elks Lodge,,"444 Jackson St, Monongahela, PA 15063",,,,,,,,,,,,,False,124,40.199815,-79.927167
253,True,Beaver Valley Yacht Club,,"219 Front St, New Brighton, PA 15066",http://www.boatlocal.com/bvyc/pages/home,,"""2017"" FISH FRY DATES: March 3rd, 10th, 17th, 24th, and 31st; April 7th and 14th",,,,,,,True,True,,True,162,40.724353,-80.309308
254,True,"American Legion Post 760, Bethel Park",Community Organization,"2409 Bethel Church Rd., Bethel Park, PA 15102",,"Friday Mar 3 from 4:00 PM to 8:00 PM, Wednesday Mar 1 from 3:00 PM to 8:00 PM, Friday Mar 24 from 4:00 PM to 8:00 PM, Friday Mar 17 from 4:00 PM to 8:00 PM, Friday Apr 14 from 2:00 PM to 7:00 PM, Friday Mar 10 from 4:00 PM to 8:00 PM, Friday Apr 7 from 4:00 PM to 8:00 PM, Friday Mar 31 from 4:00 PM to 8:00 PM","Fish Fry starts Ash Wednesday 3-8pm-Every Friday following 4-8pm, Good Friday will be 2-7pm, The upstairs is Open to the public. Eat in or take out available. CASH ONLY.  Proceeds are to benefit the local veterans.",Platters (include cole slaw and choice of homemade chips or fries): Baked or Fried Fish Sandwiches $9.00 - Shrimp Basket $7.50 | Entrees: Fish Sandwich (Fried or baked) $7.50 - Shrimp Basket $6.50 - Pierogies $6.00 | Sides: Homemade Chips $2.00 - Fresh Cut Fries $2.00 - Macaroni & Cheese $3 - Homemade Haluski $3 - Homemade Cole Slaw $1,Guests should enter through the Front Porch entrance.,,,False,,,False,,True,96,40.344581,-80.03048
255,True,Trinity United Christian Church,Church,"3400 Garvers Ferry Rd., Lower Burrell, PA",http://www.trinitychurchlb.net/fishfry/,"Friday Mar 17 from 4:00 PM to 7:00 PM, Friday Mar 10 from 4:00 PM to 7:00 PM, Friday Mar 24 from 4:00 PM to 7:00 PM, Friday Apr 7 from 4:00 PM to 7:00 PM, Friday Mar 3 from 4:00 PM to 7:00 PM, Friday Apr 14 from 3:00 PM to 6:00 PM, Friday Mar 31 from 4:00 PM to 7:00 PM",,See website for menu,,"Call 724-230-0866, Text 412-327-3000",,False,False,False,False,,True,97,40.603583,-79.709254
256,True,St. Elias Byzantine,Church,"4200 Homestead-Duquesne Road, Munhall, PA 15120",http://steliasmunhallpa.weebly.com/lenten-kitchen.html,"Friday Apr 7 from 11:30 AM to 6:00 PM, Friday Mar 10 from 11:30 AM to 6:00 PM, Friday Mar 24 from 11:30 AM to 6:00 PM, Friday Apr 14 from 11:30 AM to 6:00 PM, Friday Mar 3 from 11:30 AM to 6:00 PM, Friday Mar 17 from 11:30 AM to 6:00 PM, Friday Mar 31 from 11:30 AM to 6:00 PM",11th Annual LENTEN KITCHEN and Bake Sale,See menu on website. Voted GOLD under Best Ethnic category by Tribune Review South Readers.,,412-461-9271,,True,True,False,True,,True,158,40.383301,-79.895522
257,False,Raccoon Township VFD,,"4061 Patterson Road Aliquippa, PA 15061",,,,,,,,,,,,,False,27,40.618562,-80.369453
258,True,North Braddock VFD,Fire Department,"1318 Wolfe, North Braddock, PA",http://station207.com/,"Friday Mar 3 from 10:00 AM to 6:00 PM, Friday Mar 10 from 10:00 AM to 6:00 PM, Friday Apr 14 from 10:00 AM to 6:00 PM, Friday Mar 31 from 10:00 AM to 6:00 PM, Wednesday Mar 1 from 10:00 AM to 6:00 PM, Friday Mar 17 from 10:00 AM to 6:00 PM, Friday Apr 7 from 10:00 AM to 6:00 PM, Friday Mar 24 from 10:00 AM to 6:00 PM",Ash Wednesday + Every Friday during Lent 10am to 6pm,"Seafood Platter $9.50, Shrimp Platter $6.50, Fish Sandwich $8, Haluski $3, Chicken Nuggets (5) $1.25, Crab Cake (1) $1.50, plus fries, coleslaw, mac, beverages, and extras.",,412-824-7791 Pickup or Delivery,,False,True,False,True,,True,77,40.405117,-79.845253
